FIPS,County,State,ST
19053,Decatur,Iowa,IA
19055,Delaware,Iowa,IA
19057,Des Moines,Iowa,IA
19059,Dickinson,Iowa,IA
19061,Dubuque,Iowa,IA
19063,Emmet,Iowa,IA
19065,Fayette,Iowa,IA
19067,Floyd,Iowa,IA
19069,Franklin,Iowa,IA
19071,Fremont,Iowa,IA
19073,Greene,Iowa,IA
19075,Grundy,Iowa,IA
19077,Guthrie,Iowa,IA
19079,Hamilton,Iowa,IA
19081,Hancock,Iowa,IA
19083,Hardin,Iowa,IA
19085,Harrison,Iowa,IA
19087,Henry,Iowa,IA
19089,Howard,Iowa,IA
19091,Humboldt,Iowa,IA
19093,Ida,Iowa,IA
19095,Iowa,Iowa,IA
19097,Jackson,Iowa,IA
19099,Jasper,Iowa,IA
19101,Jefferson,Iowa,IA
19103,Johnson,Iowa,IA
19105,Jones,Iowa,IA
19107,Keokuk,Iowa,IA
19109,Kossuth,Iowa,IA
19111,Lee,Iowa,IA
19113,Linn,Iowa,IA
19115,Louisa,Iowa,IA
19117,Lucas,Iowa,IA
19119,Lyon,Iowa,IA
19121,Madison,Iowa,IA
19123,Mahaska,Iowa,IA
19125,Marion,Iowa,IA
19127,Marshall,Iowa,IA
19129,Mills,Iowa,IA
19131,Mitchell,Iowa,IA
19133,Monona,Iowa,IA
19135,Monroe,Iowa,IA
19137,Montgomery,Iowa,IA
19139,Muscatine,Iowa,IA
19141,O'Brien,Iowa,IA
19143,Osceola,Iowa,IA
19145,Page,Iowa,IA
19147,Palo Alto,Iowa,IA
19149,Plymouth,Iowa,IA
19151,Pocahontas,Iowa,IA
19153,Polk,Iowa,IA
19155,Pottawattamie,Iowa,IA
19157,Poweshiek,Iowa,IA
19159,Ringgold,Iowa,IA
19161,Sac,Iowa,IA
19163,Scott,Iowa,IA
19165,Shelby,Iowa,IA
19167,Sioux,Iowa,IA
19169,Story,Iowa,IA
19171,Tama,Iowa,IA
19173,Taylor,Iowa,IA
19175,Union,Iowa,IA
19177,Van Buren,Iowa,IA
19179,Wapello,Iowa,IA
19181,Warren,Iowa,IA
19183,Washington,Iowa,IA
19185,Wayne,Iowa,IA
19187,Webster,Iowa,IA
19189,Winnebago,Iowa,IA
19191,Winneshiek,Iowa,IA
19193,Woodbury,Iowa,IA
19195,Worth,Iowa,IA
19197,Wright,Iowa,IA
20001,Allen,Kansas,KS
20003,Anderson,Kansas,KS
20005,Atchison,Kansas,KS
20007,Barber,Kansas,KS
20009,Barton,Kansas,KS
20011,Bourbon,Kansas,KS
20013,Brown,Kansas,KS
20015,Butler,Kansas,KS
20017,Chase,Kansas,KS
20019,Chautauqua,Kansas,KS
20021,Cherokee,Kansas,KS
20023,Cheyenne,Kansas,KS
20025,Clark,Kansas,KS
20027,Clay,Kansas,KS
20029,Cloud,Kansas,KS
20031,Coffey,Kansas,KS
20033,Comanche,Kansas,KS
20035,Cowley,Kansas,KS
20037,Crawford,Kansas,KS
20039,Decatur,Kansas,KS
20041,Dickinson,Kansas,KS
20043,Doniphan,Kansas,KS
20045,Douglas,Kansas,KS
20047,Edwards,Kansas,KS
20049,Elk,Kansas,KS
20051,Ellis,Kansas,KS
20053,Ellsworth,Kansas,KS
20055,Finney,Kansas,KS
20057,Ford,Kansas,KS
20059,Franklin,Kansas,KS
20061,Geary,Kansas,KS
20063,Gove,Kansas,KS
20065,Graham,Kansas,KS
20067,Grant,Kansas,KS
20069,Gray,Kansas,KS
20071,Greeley,Kansas,KS
20073,Greenwood,Kansas,KS
20075,Hamilton,Kansas,KS
20077,Harper,Kansas,KS
20079,Harvey,Kansas,KS
20081,Haskell,Kansas,KS
20083,Hodgeman,Kansas,KS
20085,Jackson,Kansas,KS
20087,Jefferson,Kansas,KS
20089,Jewell,Kansas,KS
20091,Johnson,Kansas,KS
20093,Kearny,Kansas,KS
20095,Kingman,Kansas,KS
20097,Kiowa,Kansas,KS
20099,Labette,Kansas,KS
20101,Lane,Kansas,KS
20103,Leavenworth,Kansas,KS
20105,Lincoln,Kansas,KS
20107,Linn,Kansas,KS
20109,Logan,Kansas,KS
20111,Lyon,Kansas,KS
20113,McPherson,Kansas,KS
20115,Marion,Kansas,KS
20117,Marshall,Kansas,KS
20119,Meade,Kansas,KS
20121,Miami,Kansas,KS
20123,Mitchell,Kansas,KS
20125,Montgomery,Kansas,KS
20127,Morris,Kansas,KS
20129,Morton,Kansas,KS
20131,Nemaha,Kansas,KS
20133,Neosho,Kansas,KS
20135,Ness,Kansas,KS
20137,Norton,Kansas,KS
20139,Osage,Kansas,KS
20141,Osborne,Kansas,KS
20143,Ottawa,Kansas,KS
20145,Pawnee,Kansas,KS
20147,Phillips,Kansas,KS
20149,Pottawatomie,Kansas,KS
20151,Pratt,Kansas,KS
20153,Rawlins,Kansas,KS
20155,Reno,Kansas,KS
20157,Republic,Kansas,KS
20159,Rice,Kansas,KS
20161,Riley,Kansas,KS
20163,Rooks,Kansas,KS
20165,Rush,Kansas,KS
20167,Russell,Kansas,KS
20169,Saline,Kansas,KS
20171,Scott,Kansas,KS
20173,Sedgwick,Kansas,KS
20175,Seward,Kansas,KS
20177,Shawnee,Kansas,KS
20179,Sheridan,Kansas,KS
20181,Sherman,Kansas,KS
20183,Smith,Kansas,KS
20185,Stafford,Kansas,KS
20187,Stanton,Kansas,KS
20189,Stevens,Kansas,KS
20191,Sumner,Kansas,KS
20193,Thomas,Kansas,KS
20195,Trego,Kansas,KS
20197,Wabaunsee,Kansas,KS
20199,Wallace,Kansas,KS
20201,Washington,Kansas,KS
20203,Wichita,Kansas,KS
20205,Wilson,Kansas,KS
20207,Woodson,Kansas,KS
20209,Wyandotte,Kansas,KS
21001,Adair,Kentucky,KY
21003,Allen,Kentucky,KY
21005,Anderson,Kentucky,KY
21007,Ballard,Kentucky,KY
21009,Barren,Kentucky,KY
21011,Bath,Kentucky,KY
21013,Bell,Kentucky,KY
21015,Boone,Kentucky,KY
21017,Bourbon,Kentucky,KY
21019,Boyd,Kentucky,KY
21021,Boyle,Kentucky,KY
21023,Bracken,Kentucky,KY
21025,Breathitt,Kentucky,KY
21027,Breckinridge,Kentucky,KY
21029,Bullitt,Kentucky,KY
21031,Butler,Kentucky,KY
21033,Caldwell,Kentucky,KY
21035,Calloway,Kentucky,KY
21037,Campbell,Kentucky,KY
21039,Carlisle,Kentucky,KY
21041,Carroll,Kentucky,KY
21043,Carter,Kentucky,KY
21045,Casey,Kentucky,KY
21047,Christian,Kentucky,KY
21049,Clark,Kentucky,KY
21051,Clay,Kentucky,KY
21053,Clinton,Kentucky,KY
21055,Crittenden,Kentucky,KY
21057,Cumberland,Kentucky,KY
21059,Daviess,Kentucky,KY
21061,Edmonson,Kentucky,KY
21063,Elliott,Kentucky,KY
21065,Estill,Kentucky,KY
21067,Fayette,Kentucky,KY
21069,Fleming,Kentucky,KY
21071,Floyd,Kentucky,KY
21073,Franklin,Kentucky,KY
21075,Fulton,Kentucky,KY
21077,Gallatin,Kentucky,KY
21079,Garrard,Kentucky,KY
21081,Grant,Kentucky,KY
21083,Graves,Kentucky,KY
21085,Grayson,Kentucky,KY
21087,Green,Kentucky,KY
21089,Greenup,Kentucky,KY
21091,Hancock,Kentucky,KY
21093,Hardin,Kentucky,KY
21095,Harlan,Kentucky,KY
21097,Harrison,Kentucky,KY
21099,Hart,Kentucky,KY
21101,Henderson,Kentucky,KY
21103,Henry,Kentucky,KY
21105,Hickman,Kentucky,KY
21107,Hopkins,Kentucky,KY
21109,Jackson,Kentucky,KY
21111,Jefferson,Kentucky,KY
21113,Jessamine,Kentucky,KY
21115,Johnson,Kentucky,KY
21117,Kenton,Kentucky,KY
21119,Knott,Kentucky,KY
21121,Knox,Kentucky,KY
21123,Larue,Kentucky,KY
21125,Laurel,Kentucky,KY
21127,Lawrence,Kentucky,KY
21129,Lee,Kentucky,KY
21131,Leslie,Kentucky,KY
21133,Letcher,Kentucky,KY
21135,Lewis,Kentucky,KY
21137,Lincoln,Kentucky,KY
21139,Livingston,Kentucky,KY
21141,Logan,Kentucky,KY
21143,Lyon,Kentucky,KY
21145,McCracken,Kentucky,KY
21147,McCreary,Kentucky,KY
21149,McLean,Kentucky,KY
21151,Madison,Kentucky,KY
21153,Magoffin,Kentucky,KY
21155,Marion,Kentucky,KY
21157,Marshall,Kentucky,KY
21159,Martin,Kentucky,KY
21161,Mason,Kentucky,KY
21163,Meade,Kentucky,KY
21165,Menifee,Kentucky,KY
21167,Mercer,Kentucky,KY
21169,Metcalfe,Kentucky,KY
21171,Monroe,Kentucky,KY
21173,Montgomery,Kentucky,KY
21175,Morgan,Kentucky,KY
21177,Muhlenberg,Kentucky,KY
21179,Nelson,Kentucky,KY
21181,Nicholas,Kentucky,KY
21183,Ohio,Kentucky,KY
21185,Oldham,Kentucky,KY
21187,Owen,Kentucky,KY
21189,Owsley,Kentucky,KY
21191,Pendleton,Kentucky,KY
21193,Perry,Kentucky,KY
21195,Pike,Kentucky,KY
21197,Powell,Kentucky,KY
21199,Pulaski,Kentucky,KY
21201,Robertson,Kentucky,KY
21203,Rockcastle,Kentucky,KY
21205,Rowan,Kentucky,KY
21207,Russell,Kentucky,KY
21209,Scott,Kentucky,KY
21211,Shelby,Kentucky,KY
21213,Simpson,Kentucky,KY
21215,Spencer,Kentucky,KY
21217,Taylor,Kentucky,KY
21219,Todd,Kentucky,KY
21221,Trigg,Kentucky,KY
21223,Trimble,Kentucky,KY
21225,Union,Kentucky,KY
21227,Warren,Kentucky,KY
21229,Washington,Kentucky,KY
21231,Wayne,Kentucky,KY
21233,Webster,Kentucky,KY
21235,Whitley,Kentucky,KY
21237,Wolfe,Kentucky,KY
21239,Woodford,Kentucky,KY
22001,Acadia Parish,Louisiana,LA
22003,Allen Parish,Louisiana,LA
22005,Ascension Parish,Louisiana,LA
22007,Assumption Parish,Louisiana,LA
22009,Avoyelles Parish,Louisiana,LA
22011,Beauregard Parish,Louisiana,LA
22013,Bienville Parish,Louisiana,LA
22015,Bossier Parish,Louisiana,LA
22017,Caddo Parish,Louisiana,LA
22019,Calcasieu Parish,Louisiana,LA
22021,Caldwell Parish,Louisiana,LA
22023,Cameron Parish,Louisiana,LA
22025,Catahoula Parish,Louisiana,LA
22027,Claiborne Parish,Louisiana,LA
22029,Concordia Parish,Louisiana,LA
22031,De Soto Parish,Louisiana,LA
22033,East Baton Rouge Parish,Louisiana,LA
22035,East Carroll Parish,Louisiana,LA
22037,East Feliciana Parish,Louisiana,LA
22039,Evangeline Parish,Louisiana,LA
22041,Franklin Parish,Louisiana,LA
22043,Grant Parish,Louisiana,LA
22045,Iberia Parish,Louisiana,LA
22047,Iberville Parish,Louisiana,LA
22049,Jackson Parish,Louisiana,LA
22051,Jefferson Parish,Louisiana,LA
22053,Jefferson Davis Parish,Louisiana,LA
22055,Lafayette Parish,Louisiana,LA
22057,Lafourche Parish,Louisiana,LA
22059,La Salle Parish,Louisiana,LA
22061,Lincoln Parish,Louisiana,LA
22063,Livingston Parish,Louisiana,LA
22065,Madison Parish,Louisiana,LA
22067,Morehouse Parish,Louisiana,LA
22069,Natchitoches Parish,Louisiana,LA
22071,Orleans Parish,Louisiana,LA
22073,Ouachita Parish,Louisiana,LA
22075,Plaquemines Parish,Louisiana,LA
22077,Pointe Coupee Parish,Louisiana,LA
22079,Rapides Parish,Louisiana,LA
22081,Red River Parish,Louisiana,LA
22083,Richland Parish,Louisiana,LA
22085,Sabine Parish,Louisiana,LA
22087,St. Bernard Parish,Louisiana,LA
22089,St. Charles Parish,Louisiana,LA
22091,St. Helena Parish,Louisiana,LA
22093,St. James Parish,Louisiana,LA
22095,St. John the Baptist Parish,Louisiana,LA
22097,St. Landry Parish,Louisiana,LA
22099,St. Martin Parish,Louisiana,LA
22101,St. Mary Parish,Louisiana,LA
22103,St. Tammany Parish,Louisiana,LA
22105,Tangipahoa Parish,Louisiana,LA
22107,Tensas Parish,Louisiana,LA
22109,Terrebonne Parish,Louisiana,LA
22111,Union Parish,Louisiana,LA
22113,Vermilion Parish,Louisiana,LA
22115,Vernon Parish,Louisiana,LA
22117,Washington Parish,Louisiana,LA
22119,Webster Parish,Louisiana,LA
22121,West Baton Rouge Parish,Louisiana,LA
22123,West Carroll Parish,Louisiana,LA
22125,West Feliciana Parish,Louisiana,LA
22127,Winn Parish,Louisiana,LA
23001,Androscoggin,Maine,ME
23003,Aroostook,Maine,ME
23005,Cumberland,Maine,ME
23007,Franklin,Maine,ME
23009,Hancock,Maine,ME
23011,Kennebec,Maine,ME
23013,Knox,Maine,ME
23015,Lincoln,Maine,ME
23017,Oxford,Maine,ME
23019,Penobscot,Maine,ME
23021,Piscataquis,Maine,ME
23023,Sagadahoc,Maine,ME
23025,Somerset,Maine,ME
23027,Waldo,Maine,ME
23029,Washington,Maine,ME
23031,York,Maine,ME
24001,Allegany,Maryland,MD
24003,Anne Arundel,Maryland,MD
24005,Baltimore,Maryland,MD
24009,Calvert,Maryland,MD
24011,Caroline,Maryland,MD
24013,Carroll,Maryland,MD
24015,Cecil,Maryland,MD
24017,Charles,Maryland,MD
24019,Dorchester,Maryland,MD
24021,Frederick,Maryland,MD
24023,Garrett,Maryland,MD
24025,Harford,Maryland,MD
24027,Howard,Maryland,MD
24029,Kent,Maryland,MD
24031,Montgomery,Maryland,MD
24033,Prince George's,Maryland,MD
24035,Queen Anne's,Maryland,MD
24037,St. Mary's,Maryland,MD
24039,Somerset,Maryland,MD
24041,Talbot,Maryland,MD
24043,Washington,Maryland,MD
24045,Wicomico,Maryland,MD
24047,Worcester,Maryland,MD
24510,Baltimore city,Maryland,MD
25001,Barnstable,Massachusetts,MA
25003,Berkshire,Massachusetts,MA
25005,Bristol,Massachusetts,MA
25007,Dukes,Massachusetts,MA
25009,Essex,Massachusetts,MA
25011,Franklin,Massachusetts,MA
25013,Hampden,Massachusetts,MA
25015,Hampshire,Massachusetts,MA
25017,Middlesex,Massachusetts,MA
25019,Nantucket,Massachusetts,MA
25021,Norfolk,Massachusetts,MA
25023,Plymouth,Massachusetts,MA
25025,Suffolk,Massachusetts,MA
25027,Worcester,Massachusetts,MA
26001,Alcona,Michigan,MI
26003,Alger,Michigan,MI
26005,Allegan,Michigan,MI
26007,Alpena,Michigan,MI
26009,Antrim,Michigan,MI
26011,Arenac,Michigan,MI
26013,Baraga,Michigan,MI
26015,Barry,Michigan,MI
26017,Bay,Michigan,MI
26019,Benzie,Michigan,MI
26021,Berrien,Michigan,MI
26023,Branch,Michigan,MI
26025,Calhoun,Michigan,MI
26027,Cass,Michigan,MI
26029,Charlevoix,Michigan,MI
26031,Cheboygan,Michigan,MI
26033,Chippewa,Michigan,MI
26035,Clare,Michigan,MI
26037,Clinton,Michigan,MI
26039,Crawford,Michigan,MI
26041,Delta,Michigan,MI
26043,Dickinson,Michigan,MI
26045,Eaton,Michigan,MI
26047,Emmet,Michigan,MI
26049,Genesee,Michigan,MI
26051,Gladwin,Michigan,MI
26053,Gogebic,Michigan,MI
26055,Grand Traverse,Michigan,MI
26057,Gratiot,Michigan,MI
26059,Hillsdale,Michigan,MI
26061,Houghton,Michigan,MI
26063,Huron,Michigan,MI
26065,Ingham,Michigan,MI
26067,Ionia,Michigan,MI
26069,Iosco,Michigan,MI
26071,Iron,Michigan,MI
26073,Isabella,Michigan,MI
26075,Jackson,Michigan,MI
26077,Kalamazoo,Michigan,MI
26079,Kalkaska,Michigan,MI
26081,Kent,Michigan,MI
26083,Keweenaw,Michigan,MI
26085,Lake,Michigan,MI
26087,Lapeer,Michigan,MI
26089,Leelanau,Michigan,MI
26091,Lenawee,Michigan,MI
26093,Livingston,Michigan,MI
26095,Luce,Michigan,MI
26097,Mackinac,Michigan,MI
26099,Macomb,Michigan,MI
26101,Manistee,Michigan,MI
26103,Marquette,Michigan,MI
26105,Mason,Michigan,MI
26107,Mecosta,Michigan,MI
26109,Menominee,Michigan,MI
26111,Midland,Michigan,MI
26113,Missaukee,Michigan,MI
26115,Monroe,Michigan,MI
26117,Montcalm,Michigan,MI
26119,Montmorency,Michigan,MI
26121,Muskegon,Michigan,MI
26123,Newaygo,Michigan,MI
26125,Oakland,Michigan,MI
26127,Oceana,Michigan,MI
26129,Ogemaw,Michigan,MI
26131,Ontonagon,Michigan,MI
26133,Osceola,Michigan,MI
26135,Oscoda,Michigan,MI
26137,Otsego,Michigan,MI
26139,Ottawa,Michigan,MI
26141,Presque Isle,Michigan,MI
26143,Roscommon,Michigan,MI
26145,Saginaw,Michigan,MI
26147,St. Clair,Michigan,MI
26149,St. Joseph,Michigan,MI
26151,Sanilac,Michigan,MI
26153,Schoolcraft,Michigan,MI
26155,Shiawassee,Michigan,MI
26157,Tuscola,Michigan,MI
26159,Van Buren,Michigan,MI
26161,Washtenaw,Michigan,MI
26163,Wayne,Michigan,MI
26165,Wexford,Michigan,MI
27001,Aitkin,Minnesota,MN
27003,Anoka,Minnesota,MN
27005,Becker,Minnesota,MN
27007,Beltrami,Minnesota,MN
27009,Benton,Minnesota,MN
27011,Big Stone,Minnesota,MN
27013,Blue Earth,Minnesota,MN
27015,Brown,Minnesota,MN
27017,Carlton,Minnesota,MN
27019,Carver,Minnesota,MN
27021,Cass,Minnesota,MN
27023,Chippewa,Minnesota,MN
27025,Chisago,Minnesota,MN
27027,Clay,Minnesota,MN
27029,Clearwater,Minnesota,MN
27031,Cook,Minnesota,MN
27033,Cottonwood,Minnesota,MN
27035,Crow Wing,Minnesota,MN
27037,Dakota,Minnesota,MN
27039,Dodge,Minnesota,MN
27041,Douglas,Minnesota,MN
27043,Faribault,Minnesota,MN
27045,Fillmore,Minnesota,MN
27047,Freeborn,Minnesota,MN
27049,Goodhue,Minnesota,MN
27051,Grant,Minnesota,MN
27053,Hennepin,Minnesota,MN
27055,Houston,Minnesota,MN
27057,Hubbard,Minnesota,MN
27059,Isanti,Minnesota,MN
27061,Itasca,Minnesota,MN
27063,Jackson,Minnesota,MN
27065,Kanabec,Minnesota,MN
27067,Kandiyohi,Minnesota,MN
27069,Kittson,Minnesota,MN
27071,Koochiching,Minnesota,MN
27073,Lac qui Parle,Minnesota,MN
27075,Lake,Minnesota,MN
27077,Lake of the Woods,Minnesota,MN
27079,Le Sueur,Minnesota,MN
27081,Lincoln,Minnesota,MN
27083,Lyon,Minnesota,MN
27085,McLeod,Minnesota,MN
27087,Mahnomen,Minnesota,MN
27089,Marshall,Minnesota,MN
27091,Martin,Minnesota,MN
27093,Meeker,Minnesota,MN
27095,Mille Lacs,Minnesota,MN
27097,Morrison,Minnesota,MN
27099,Mower,Minnesota,MN
27101,Murray,Minnesota,MN
27103,Nicollet,Minnesota,MN
27105,Nobles,Minnesota,MN
27107,Norman,Minnesota,MN
27109,Olmsted,Minnesota,MN
27111,Otter Tail,Minnesota,MN
27113,Pennington,Minnesota,MN
27115,Pine,Minnesota,MN
27117,Pipestone,Minnesota,MN
27119,Polk,Minnesota,MN
27121,Pope,Minnesota,MN
27123,Ramsey,Minnesota,MN
27125,Red Lake,Minnesota,MN
27127,Redwood,Minnesota,MN
27129,Renville,Minnesota,MN
27131,Rice,Minnesota,MN
27133,Rock,Minnesota,MN
27135,Roseau,Minnesota,MN
27137,St. Louis,Minnesota,MN
27139,Scott,Minnesota,MN
27141,Sherburne,Minnesota,MN
27143,Sibley,Minnesota,MN
27145,Stearns,Minnesota,MN
27147,Steele,Minnesota,MN
27149,Stevens,Minnesota,MN
27151,Swift,Minnesota,MN
27153,Todd,Minnesota,MN
27155,Traverse,Minnesota,MN
27157,Wabasha,Minnesota,MN
27159,Wadena,Minnesota,MN
27161,Waseca,Minnesota,MN
27163,Washington,Minnesota,MN
27165,Watonwan,Minnesota,MN
27167,Wilkin,Minnesota,MN
27169,Winona,Minnesota,MN
27171,Wright,Minnesota,MN
27173,Yellow Medicine,Minnesota,MN
28001,Adams,Mississippi,MS
28003,Alcorn,Mississippi,MS
28005,Amite,Mississippi,MS
28007,Attala,Mississippi,MS
28009,Benton,Mississippi,MS
28011,Bolivar,Mississippi,MS
28013,Calhoun,Mississippi,MS
28015,Carroll,Mississippi,MS
28017,Chickasaw,Mississippi,MS
28019,Choctaw,Mississippi,MS
28021,Claiborne,Mississippi,MS
28023,Clarke,Mississippi,MS
28025,Clay,Mississippi,MS
28027,Coahoma,Mississippi,MS
28029,Copiah,Mississippi,MS
28031,Covington,Mississippi,MS
28033,DeSoto,Mississippi,MS
28035,Forrest,Mississippi,MS
28037,Franklin,Mississippi,MS
28039,George,Mississippi,MS
28041,Greene,Mississippi,MS
28043,Grenada,Mississippi,MS
28045,Hancock,Mississippi,MS
28047,Harrison,Mississippi,MS
28049,Hinds,Mississippi,MS
28051,Holmes,Mississippi,MS
28053,Humphreys,Mississippi,MS
28055,Issaquena,Mississippi,MS
28057,Itawamba,Mississippi,MS
28059,Jackson,Mississippi,MS
28061,Jasper,Mississippi,MS
28063,Jefferson,Mississippi,MS
28065,Jefferson Davis,Mississippi,MS
28067,Jones,Mississippi,MS
28069,Kemper,Mississippi,MS
28071,Lafayette,Mississippi,MS
28073,Lamar,Mississippi,MS
28075,Lauderdale,Mississippi,MS
28077,Lawrence,Mississippi,MS
28079,Leake,Mississippi,MS
28081,Lee,Mississippi,MS
28083,Leflore,Mississippi,MS
28085,Lincoln,Mississippi,MS
28087,Lowndes,Mississippi,MS
28089,Madison,Mississippi,MS
28091,Marion,Mississippi,MS
28093,Marshall,Mississippi,MS
28095,Monroe,Mississippi,MS
28097,Montgomery,Mississippi,MS
28099,Neshoba,Mississippi,MS
28101,Newton,Mississippi,MS
28103,Noxubee,Mississippi,MS
28105,Oktibbeha,Mississippi,MS
28107,Panola,Mississippi,MS
28109,Pearl River,Mississippi,MS
28111,Perry,Mississippi,MS
28113,Pike,Mississippi,MS
28115,Pontotoc,Mississippi,MS
28117,Prentiss,Mississippi,MS
28119,Quitman,Mississippi,MS
28121,Rankin,Mississippi,MS
28123,Scott,Mississippi,MS
28125,Sharkey,Mississippi,MS
28127,Simpson,Mississippi,MS
28129,Smith,Mississippi,MS
28131,Stone,Mississippi,MS
28133,Sunflower,Mississippi,MS
28135,Tallahatchie,Mississippi,MS
28137,Tate,Mississippi,MS
28139,Tippah,Mississippi,MS
28141,Tishomingo,Mississippi,MS
28143,Tunica,Mississippi,MS
28145,Union,Mississippi,MS
28147,Walthall,Mississippi,MS
28149,Warren,Mississippi,MS
28151,Washington,Mississippi,MS
28153,Wayne,Mississippi,MS
28155,Webster,Mississippi,MS
28157,Wilkinson,Mississippi,MS
28159,Winston,Mississippi,MS
28161,Yalobusha,Mississippi,MS
28163,Yazoo,Mississippi,MS
29001,Adair,Missouri,MO
29003,Andrew,Missouri,MO
29005,Atchison,Missouri,MO
29007,Audrain,Missouri,MO
29009,Barry,Missouri,MO
29011,Barton,Missouri,MO
29013,Bates,Missouri,MO
29015,Benton,Missouri,MO
29017,Bollinger,Missouri,MO
29019,Boone,Missouri,MO
29021,Buchanan,Missouri,MO
29023,Butler,Missouri,MO
29025,Caldwell,Missouri,MO
29027,Callaway,Missouri,MO
29029,Camden,Missouri,MO
29031,Cape Girardeau,Missouri,MO
29033,Carroll,Missouri,MO
29035,Carter,Missouri,MO
29037,Cass,Missouri,MO
29039,Cedar,Missouri,MO
29041,Chariton,Missouri,MO
29043,Christian,Missouri,MO
29045,Clark,Missouri,MO
29047,Clay,Missouri,MO
29049,Clinton,Missouri,MO
29051,Cole,Missouri,MO
29053,Cooper,Missouri,MO
29055,Crawford,Missouri,MO
29057,Dade,Missouri,MO
29059,Dallas,Missouri,MO
29061,Daviess,Missouri,MO
29063,DeKalb,Missouri,MO
29065,Dent,Missouri,MO
29067,Douglas,Missouri,MO
29069,Dunklin,Missouri,MO
29071,Franklin,Missouri,MO
29073,Gasconade,Missouri,MO
29075,Gentry,Missouri,MO
29077,Greene,Missouri,MO
29079,Grundy,Missouri,MO
29081,Harrison,Missouri,MO
29083,Henry,Missouri,MO
29085,Hickory,Missouri,MO
29087,Holt,Missouri,MO
29089,Howard,Missouri,MO
29091,Howell,Missouri,MO
29093,Iron,Missouri,MO
29095,Jackson,Missouri,MO
29097,Jasper,Missouri,MO
29099,Jefferson,Missouri,MO
29101,Johnson,Missouri,MO
29103,Knox,Missouri,MO
29105,Laclede,Missouri,MO
29107,Lafayette,Missouri,MO
29109,Lawrence,Missouri,MO
29111,Lewis,Missouri,MO
29113,Lincoln,Missouri,MO
29115,Linn,Missouri,MO
29117,Livingston,Missouri,MO
29119,McDonald,Missouri,MO
29121,Macon,Missouri,MO
29123,Madison,Missouri,MO
29125,Maries,Missouri,MO
29127,Marion,Missouri,MO
29129,Mercer,Missouri,MO
29131,Miller,Missouri,MO
29133,Mississippi,Missouri,MO
29135,Moniteau,Missouri,MO
29137,Monroe,Missouri,MO
29139,Montgomery,Missouri,MO
29141,Morgan,Missouri,MO
29143,New Madrid,Missouri,MO
29145,Newton,Missouri,MO
29147,Nodaway,Missouri,MO
29149,Oregon,Missouri,MO
29151,Osage,Missouri,MO
29153,Ozark,Missouri,MO
29155,Pemiscot,Missouri,MO
29157,Perry,Missouri,MO
29159,Pettis,Missouri,MO
29161,Phelps,Missouri,MO
29163,Pike,Missouri,MO
29165,Platte,Missouri,MO
29167,Polk,Missouri,MO
29169,Pulaski,Missouri,MO
29171,Putnam,Missouri,MO
29173,Ralls,Missouri,MO
29175,Randolph,Missouri,MO
29177,Ray,Missouri,MO
29179,Reynolds,Missouri,MO
29181,Ripley,Missouri,MO
29183,St. Charles,Missouri,MO
29185,St. Clair,Missouri,MO
29186,Ste. Genevieve,Missouri,MO
29187,St. Francois,Missouri,MO
29189,St. Louis,Missouri,MO
29195,Saline,Missouri,MO
29197,Schuyler,Missouri,MO
29199,Scotland,Missouri,MO
29201,Scott,Missouri,MO
29203,Shannon,Missouri,MO
29205,Shelby,Missouri,MO
29207,Stoddard,Missouri,MO
29209,Stone,Missouri,MO
29211,Sullivan,Missouri,MO
29213,Taney,Missouri,MO
29215,Texas,Missouri,MO
